num_processes,avg_burst_time,avg_arrival_time,avg_waiting_time,cpu_utilization,time_quantum,burst_to_quantum,waiting_to_arrival,best_algo
9,12.151601816043259,1.834347898661638,15.593820005455385,0.7984250789732434,5.01249477568232,2.4242622357938544,8.500969203901136,RR
13,7.42948448752214,3.337086111390218,2.8573363584388156,0.8254442364744264,1.5077042112439023,4.927680365179708,0.8562343615714632,RR
14,14.139737926220501,0.007787658410143283,19.84423118582435,0.8087407548138583,6.504878444394528,2.173712856489741,2544.896190888632,SJF
14,1.3228739505798206,5.2477466025838915,7.9972194343051095,0.5233328316068078,9.763799669573132,0.1354876169108025,1.5239310890233433,RR
17,7.384979779038503,7.851759613930136,3.9934756431671947,0.7571172192068059,6.331731119758382,1.1663445000578083,0.5086083570361274,RR
5,13.039165694308487,6.803075385877797,9.009985039390859,0.5066324805799333,9.479815801163674,1.3754661434405961,1.324396877054382,RR
16,12.317562873630456,3.0461376917337066,1.9534422801276774,0.8421165132560784,4.961372443656412,2.482692639725669,0.6412828522493211,SJF
9,9.539953208956693,8.331949117361644,3.4672930701554416,0.6955303037866204,2.640124790092561,3.613447822096224,0.41614379299227494,RR
6,5.363955065251753,5.200680211778108,10.934205586865593,0.5924272277627636,9.726261649881026,0.5514919557816385,2.1024527786913123,RR
14,14.152985181898648,8.948273504276488,11.957999576221702,0.9609371175115584,1.7964325184672756,7.878383940182847,1.336345632154685,FCFS
10,12.82347388149412,7.473201101373808,10.793842647781595,0.7933755828319241,9.687297765377242,1.3237410657581183,1.4443379828782505,RR
15,2.972939149646677,8.021969807540398,1.4910128735954165,0.9934434683002586,7.9502029236699165,0.3739450646040717,0.18586594698155604,SJF
14,5.1088344460525335,0.14079822715084456,3.976848081776103,0.855670976374325,8.11157986478085,0.6298199025242981,28.243009391175693,SJF
7,13.968212299186886,6.510770255019445,18.299193510875615,0.9250192888948996,5.045056067243831,2.7686931691783836,2.8105991592586723,FCFS
3,1.8898169040043309,3.109823217156622,6.503666440534941,0.864803089169032,6.738017242196918,0.28047077252409225,2.0913232274499154,SJF
5,7.61100895226729,1.195942459383017,14.2648957444599,0.8803925243084487,6.051494778125466,1.257707263865116,11.927644474947652,SJF
16,7.91313834910147,5.227328293819941,8.550820367170992,0.5127095633720475,1.97102284293974,4.014736986585005,1.6357885957525005,RR
9,7.6551831245495645,5.6327557197638365,13.91032172852255,0.5696657272029378,6.439756413500355,1.1887379927311847,2.4695367108408277,RR
17,11.577715939602681,2.2879816549162246,1.5395981965758598,0.6448757264568841,2.4509915852860398,4.723686511969259,0.6729037639921954,RR
4,9.740956673873105,2.95633685837714,2.109885196605412,0.7282672852414551,2.9659639349515023,3.2842464893929733,0.713679854793363,RR
